User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout
7499,52,Female,167,87,Cardio,56,831,123,5731,3.97,High,4.2,1.9,2246,73,38.4,28.5,Neutral,Fatigued
7500,25,Male,182,54,Cardio,52,354,128,6676,10.18,High,7.0,1.9,3291,58,38.4,28.5,Tired,Energized
7501,35,Female,154,64,Running,90,209,177,8399,11.48,Low,9.2,1.9,2099,75,38.4,28.5,Happy,Fatigued
7502,20,Male,183,60,Yoga,20,527,147,12208,6.24,High,5.1,1.9,3857,53,38.4,28.5,Tired,Fatigued
7503,50,Female,166,58,Cardio,46,564,140,12044,14.66,Medium,6.1,1.9,3943,63,38.4,28.5,Neutral,Energized
7504,58,Other,197,77,Cardio,117,294,158,10025,4.29,High,6.0,1.9,2635,59,38.4,28.5,Tired,Energized
7505,30,Female,168,64,Cardio,45,796,88,15019,13.65,High,8.0,1.9,3288,62,38.4,28.5,Happy,Fatigued
7506,56,Female,184,110,Strength,72,791,168,12475,13.74,Low,5.1,1.9,2657,79,38.4,28.5,Tired,Neutral
7507,36,Other,171,113,Running,18,293,155,16432,8.68,Medium,7.7,1.9,3786,63,38.4,28.5,Stressed,Fatigued
7508,56,Other,183,85,Strength,105,720,113,8241,12.65,Medium,6.6,1.9,3689,70,38.4,28.5,Stressed,Neutral
7509,35,Male,187,103,Running,13,952,163,10645,7.26,High,9.1,1.9,2933,72,38.4,28.5,Tired,Fatigued
7510,54,Female,190,72,Yoga,57,110,137,17383,4.7,Medium,4.4,1.9,2502,85,38.4,28.5,Happy,Fatigued
7511,30,Female,157,108,Cardio,20,957,140,9422,13.95,High,8.9,1.9,2511,67,38.4,28.5,Tired,Fatigued
7512,46,Other,178,89,Cardio,19,474,169,14749,11.42,High,9.2,1.9,2131,67,38.4,28.5,Tired,Energized
7513,36,Female,193,109,Yoga,100,682,96,3232,9.32,Low,8.1,1.9,3713,77,38.4,28.5,Tired,Neutral
7514,56,Female,152,75,Yoga,93,974,120,6841,14.74,High,5.8,1.9,2293,72,38.4,28.5,Tired,Fatigued
7515,33,Female,156,75,Running,41,379,146,11527,11.48,Low,9.3,1.9,3569,55,38.4,28.5,Happy,Energized
7516,53,Female,185,87,Cardio,91,633,130,12955,1.87,Low,8.3,1.9,2265,78,38.4,28.5,Stressed,Energized
7517,33,Male,158,90,Cardio,113,104,167,15688,10.16,Low,8.0,1.9,2046,68,38.4,28.5,Neutral,Energized
7518,35,Other,199,103,HIIT,48,701,100,13453,6.01,High,6.1,1.9,2603,84,38.4,28.5,Stressed,Energized
7519,30,Female,192,108,Yoga,82,139,128,13220,7.99,Low,7.6,1.9,2368,62,38.4,28.5,Neutral,Energized
7520,39,Other,154,97,Strength,49,128,98,15516,11.57,Medium,4.3,1.9,3680,58,38.4,28.5,Neutral,Energized
7521,55,Male,183,92,Strength,33,640,86,7986,11.43,High,5.5,1.9,1591,67,38.4,28.5,Happy,Fatigued
7522,44,Female,192,89,Strength,41,858,121,2309,12.7,Medium,6.9,1.9,1861,83,38.4,28.5,Stressed,Neutral
7523,27,Male,181,107,HIIT,111,423,149,1272,0.57,Medium,8.9,1.9,2796,50,38.4,28.5,Neutral,Fatigued
7524,56,Other,188,117,Cardio,40,925,115,16044,8.67,High,9.2,1.9,3357,63,38.4,28.5,Tired,Fatigued
7525,55,Male,165,105,Running,49,525,141,5009,3.97,Low,8.3,1.9,3005,62,38.4,28.5,Neutral,Fatigued
7526,48,Female,166,77,Cycling,105,822,132,11527,0.85,Medium,5.9,1.9,1802,61,38.4,28.5,Stressed,Energized
7527,22,Other,153,100,Cycling,62,412,133,1480,11.38,Medium,4.4,1.9,2572,60,38.4,28.5,Tired,Fatigued
7528,43,Female,153,119,Running,95,441,162,16711,7.41,Medium,7.2,1.9,1954,50,38.4,28.5,Happy,Fatigued
7529,21,Female,150,85,Cycling,116,363,88,14794,12.68,Medium,4.0,1.9,2814,76,38.4,28.5,Neutral,Neutral
7530,57,Other,181,84,Running,53,458,112,3141,8.57,Low,4.4,1.9,3228,89,38.4,28.5,Tired,Energized
7531,54,Male,190,70,Cardio,114,170,144,10534,3.71,Low,9.0,1.9,3799,51,38.4,28.5,Neutral,Neutral
7532,19,Other,192,105,Running,85,350,128,17942,7.05,High,8.5,1.9,2135,60,38.4,28.5,Stressed,Energized
7533,19,Other,161,72,Cycling,70,506,174,11251,13.98,High,8.5,1.9,3490,77,38.4,28.5,Happy,Energized
7534,44,Other,159,57,HIIT,47,741,158,1799,3.36,Medium,4.1,1.9,1932,53,38.4,28.5,Stressed,Neutral
7535,48,Other,164,63,Cardio,82,899,115,8857,12.83,Low,4.1,1.9,3117,84,38.4,28.5,Tired,Neutral
7536,52,Male,161,101,Yoga,28,406,139,16814,0.96,High,8.0,1.9,1865,82,38.4,28.5,Happy,Energized
7537,23,Male,199,100,Running,55,137,146,2850,12.09,High,6.5,1.9,3595,74,38.4,28.5,Tired,Neutral
7538,19,Male,169,118,Strength,73,223,129,14054,4.76,High,4.3,1.9,3927,80,38.4,28.5,Happy,Neutral
7539,39,Female,161,87,HIIT,116,799,128,10672,10.38,High,8.0,1.9,2847,85,38.4,28.5,Neutral,Fatigued
7540,54,Female,183,103,Cycling,23,486,152,9052,5.54,Low,9.2,1.9,2614,56,38.4,28.5,Neutral,Neutral
7541,26,Male,159,91,Running,64,790,140,15711,4.91,High,7.3,1.9,1691,82,38.4,28.5,Happy,Fatigued
7542,26,Male,176,118,Running,85,780,117,3458,0.81,Low,5.4,1.9,2213,63,38.4,28.5,Neutral,Neutral
7543,25,Other,196,102,Strength,38,881,93,7544,9.79,Low,4.5,1.9,3283,75,38.4,28.5,Neutral,Energized
7544,57,Male,193,116,Running,14,716,149,2442,5.36,Low,5.6,1.9,2999,50,38.4,28.5,Tired,Neutral
7545,22,Male,178,54,Cycling,62,721,132,11885,10.25,Medium,6.8,1.9,3868,58,38.4,28.5,Neutral,Energized
7546,18,Male,189,80,Strength,80,225,157,15547,10.99,High,4.3,1.9,3657,83,38.4,28.5,Happy,Fatigued
7547,21,Other,164,102,HIIT,23,399,82,3614,14.96,High,4.4,1.9,3662,71,38.4,28.5,Neutral,Neutral
7548,22,Male,166,70,Cycling,90,880,146,9281,4.49,Medium,6.2,1.9,1932,68,38.4,28.5,Tired,Energized
7549,28,Male,161,98,Running,114,407,143,6864,1.97,Medium,9.5,1.9,3395,58,38.4,28.5,Happy,Energized
7550,48,Male,154,106,Cycling,28,740,160,9737,9.17,Low,4.9,1.9,3862,80,38.4,28.5,Happy,Energized
7551,40,Female,169,67,Yoga,67,200,149,5354,12.37,Medium,7.1,1.9,3613,73,38.4,28.5,Neutral,Neutral
7552,37,Female,171,61,Cardio,86,182,114,9265,5.8,Low,7.1,1.9,3756,76,38.4,28.5,Happy,Neutral
7553,22,Female,185,84,HIIT,11,168,145,16635,8.87,Low,10.0,1.9,3604,85,38.4,28.5,Stressed,Fatigued
7554,35,Male,173,85,Cardio,97,389,151,15055,0.98,Medium,4.3,1.9,3923,77,38.4,28.5,Stressed,Neutral
7555,25,Male,177,92,Cardio,13,567,126,6869,11.43,Low,9.6,1.9,3609,62,38.4,28.5,Happy,Fatigued
7556,20,Male,169,110,Strength,11,488,166,6605,11.72,Medium,8.3,1.9,3868,50,38.4,28.5,Tired,Neutral
7557,44,Other,197,66,HIIT,83,241,108,16395,7.02,High,7.3,1.9,3953,86,38.4,28.5,Stressed,Fatigued
7558,35,Other,166,101,Running,95,127,95,11575,1.03,High,6.5,1.9,1589,82,38.4,28.5,Tired,Fatigued
7559,44,Male,190,104,Yoga,36,324,128,18381,10.87,High,6.3,1.9,2319,52,38.4,28.5,Stressed,Neutral
7560,24,Male,165,113,Yoga,90,619,129,12579,3.4,Medium,7.1,1.9,3948,61,38.4,28.5,Happy,Fatigued
7561,54,Male,155,84,Cardio,88,215,146,5250,8.17,Low,7.0,1.9,1524,89,38.4,28.5,Neutral,Neutral
7562,40,Other,189,109,Yoga,108,676,103,14310,6.35,High,4.1,1.9,2372,88,38.4,28.5,Stressed,Fatigued
7563,41,Other,192,55,Strength,25,780,177,14239,8.71,Medium,7.2,1.9,3077,84,38.4,28.5,Happy,Fatigued
7564,18,Male,172,55,Cardio,119,581,81,1220,12.19,Medium,5.4,1.9,3992,79,38.4,28.5,Tired,Fatigued
7565,42,Other,198,56,Yoga,40,548,117,8857,10.03,Medium,8.6,1.9,2718,67,38.4,28.5,Tired,Fatigued
7566,33,Female,171,71,HIIT,28,704,97,2056,14.48,Medium,10.0,1.9,3007,57,38.4,28.5,Neutral,Fatigued
7567,22,Other,198,116,Strength,74,452,156,9948,3.27,Low,5.6,1.9,3737,60,38.4,28.5,Neutral,Neutral
7568,47,Other,189,55,Strength,87,139,98,12948,6.63,Medium,7.6,1.9,2762,69,38.4,28.5,Stressed,Neutral
7569,38,Female,196,79,Cycling,103,676,120,18436,3.14,Low,5.8,1.9,2771,65,38.4,28.5,Happy,Fatigued
7570,43,Other,178,96,Cardio,109,662,142,6335,6.67,High,7.2,1.9,2804,79,38.4,28.5,Stressed,Fatigued
7571,23,Other,190,54,Cycling,12,599,89,18531,1.25,Medium,4.7,1.9,2763,68,38.4,28.5,Tired,Energized
7572,27,Female,155,107,Running,118,515,169,3154,11.87,High,7.0,1.9,3994,67,38.4,28.5,Happy,Neutral
7573,52,Other,155,80,HIIT,28,263,107,6913,6.12,Low,9.3,1.9,2874,72,38.4,28.5,Happy,Fatigued
7574,34,Other,179,83,Yoga,92,347,172,1890,14.49,Low,4.4,1.9,2590,60,38.4,28.5,Neutral,Energized
7575,40,Male,169,101,Strength,116,125,167,18552,11.32,Medium,9.5,1.9,3457,64,38.4,28.5,Neutral,Neutral
7576,36,Male,180,72,HIIT,69,690,119,5971,9.38,Medium,7.9,1.9,2891,77,38.4,28.5,Happy,Neutral
7577,53,Female,161,54,Strength,36,740,90,16701,12.34,Low,4.2,1.9,3477,80,38.4,28.5,Stressed,Neutral
7578,27,Female,173,91,Cardio,107,476,157,3048,0.9,Low,6.0,1.9,3240,86,38.4,28.5,Happy,Energized
7579,19,Female,198,54,Strength,44,838,149,14757,0.66,Medium,7.2,1.9,2064,72,38.4,28.5,Tired,Neutral
7580,18,Male,171,57,Cardio,112,358,116,12286,9.84,Low,5.2,1.9,3561,78,38.4,28.5,Tired,Neutral
7581,43,Other,165,81,Cardio,118,235,154,3114,13.41,Low,7.5,1.9,1796,62,38.4,28.5,Happy,Neutral
7582,22,Other,170,86,Yoga,74,715,131,15203,11.52,Medium,8.4,1.9,3716,70,38.4,28.5,Neutral,Energized
7583,37,Other,162,79,HIIT,43,773,97,13818,4.63,Low,4.8,1.9,2717,50,38.4,28.5,Neutral,Fatigued
7584,51,Other,155,78,Running,117,892,124,9562,2.97,High,5.4,1.9,3249,70,38.4,28.5,Happy,Energized
7585,57,Other,179,64,Cycling,45,494,128,4135,4.43,Low,7.8,1.9,2930,80,38.4,28.5,Neutral,Energized
7586,20,Other,190,82,Yoga,18,488,142,2171,11.17,Medium,5.8,1.9,1705,70,38.4,28.5,Tired,Neutral
7587,41,Other,150,116,Running,54,937,129,11076,6.89,Low,4.7,1.9,2207,88,38.4,28.5,Happy,Neutral
7588,56,Other,160,77,Yoga,14,483,122,4405,12.02,Low,9.8,1.9,2976,85,38.4,28.5,Stressed,Fatigued
7589,24,Female,178,76,Yoga,90,527,87,18823,11.59,Medium,9.4,1.9,2925,75,38.4,28.5,Happy,Fatigued
7590,36,Female,180,75,Cardio,56,124,85,6695,5.9,Medium,6.4,1.9,2691,66,38.4,28.5,Stressed,Energized
7591,32,Other,166,112,HIIT,53,462,146,13124,1.84,Medium,5.3,1.9,2200,81,38.4,28.5,Stressed,Neutral
7592,48,Female,180,72,Cycling,45,481,137,17813,11.77,Low,9.8,1.9,2315,60,38.4,28.5,Stressed,Neutral
7593,57,Other,167,50,Cycling,46,887,158,8021,13.26,Low,6.0,1.9,2304,69,38.4,28.5,Neutral,Neutral
7594,38,Other,194,51,Running,102,695,103,2393,14.36,Medium,6.9,1.9,2586,61,38.4,28.5,Neutral,Fatigued
7595,31,Other,179,51,Running,11,658,137,6282,12.71,Low,7.0,1.9,2996,87,38.4,28.5,Neutral,Fatigued
7596,32,Other,152,94,Yoga,28,771,166,2381,4.3,Medium,9.5,1.9,2521,79,38.4,28.5,Tired,Fatigued
7597,34,Male,199,90,Running,82,199,152,9680,14.44,Low,4.7,1.9,3000,88,38.4,28.5,Stressed,Neutral
7598,26,Female,162,72,Yoga,17,754,106,1317,1.63,Medium,6.7,1.9,3642,79,38.4,28.5,Tired,Fatigued
7599,50,Male,198,92,Running,46,730,156,12414,7.6,Medium,6.8,1.9,3668,72,38.4,28.5,Neutral,Fatigued
7600,41,Female,172,68,Strength,106,562,152,16033,6.56,High,4.5,1.9,2822,57,38.4,28.5,Tired,Fatigued
7601,30,Male,198,104,HIIT,69,385,115,18954,10.63,Medium,5.1,1.9,2437,63,38.4,28.5,Tired,Fatigued
7602,58,Male,175,85,Running,73,272,105,12509,1.9,High,9.8,1.9,3769,87,38.4,28.5,Stressed,Fatigued
7603,33,Other,164,58,Running,70,454,85,6926,9.51,Medium,5.0,1.9,3719,86,38.4,28.5,Neutral,Fatigued
7604,28,Female,197,112,Strength,79,892,132,18129,9.9,High,8.5,1.9,2704,66,38.4,28.5,Tired,Energized
7605,55,Other,182,87,Strength,111,710,175,16639,12.43,Medium,5.7,1.9,3330,59,38.4,28.5,Tired,Fatigued
7606,49,Female,156,57,HIIT,118,761,82,1888,10.7,High,4.2,1.9,2301,88,38.4,28.5,Neutral,Neutral
7607,40,Other,190,63,Strength,47,494,97,6085,8.69,High,6.2,1.9,3459,58,38.4,28.5,Tired,Energized
7608,53,Male,176,101,Cardio,22,290,84,6312,11.02,Medium,5.5,1.9,2445,61,38.4,28.5,Happy,Fatigued
7609,35,Male,180,99,HIIT,76,692,117,7091,1.35,High,10.0,1.9,3201,67,38.4,28.5,Tired,Energized
7610,39,Other,192,106,Running,78,712,111,18961,12.61,High,4.4,1.9,2827,65,38.4,28.5,Stressed,Energized
7611,51,Other,165,75,Strength,47,810,170,14940,12.38,Low,8.9,1.9,2017,56,38.4,28.5,Tired,Fatigued
7612,21,Female,166,108,HIIT,118,380,82,5866,10.03,Low,9.5,1.9,3065,79,38.4,28.5,Stressed,Fatigued
7613,30,Other,199,63,Cycling,35,286,90,7548,2.89,High,5.8,1.9,2331,62,38.4,28.5,Stressed,Fatigued
7614,32,Other,158,85,Strength,113,953,102,7587,8.9,Low,5.9,1.9,2547,89,38.4,28.5,Tired,Neutral
7615,40,Male,178,78,Cardio,64,295,110,5133,5.46,Medium,9.8,1.9,2988,51,38.4,28.5,Tired,Fatigued
7616,48,Other,154,117,Yoga,50,159,136,1217,9.32,High,7.6,1.9,3326,78,38.4,28.5,Stressed,Neutral
7617,47,Other,180,85,Running,46,369,97,16180,8.62,Medium,9.5,1.9,1902,61,38.4,28.5,Stressed,Energized
7618,36,Female,175,103,Yoga,62,215,118,13405,8.37,High,4.4,1.9,2032,81,38.4,28.5,Happy,Neutral
7619,23,Female,152,105,HIIT,43,930,126,11732,10.79,High,8.9,1.9,2445,89,38.4,28.5,Neutral,Energized
7620,33,Male,189,73,Cardio,36,568,87,5381,0.91,Low,4.9,1.9,1757,61,38.4,28.5,Neutral,Neutral
7621,48,Female,193,89,Cycling,52,380,111,5458,1.25,High,6.8,1.9,3329,71,38.4,28.5,Happy,Neutral
7622,57,Female,169,69,Running,12,328,172,8244,10.5,Low,8.2,1.9,1786,77,38.4,28.5,Stressed,Energized
7623,41,Other,194,72,Yoga,35,742,175,14469,6.09,High,5.4,1.9,2102,87,38.4,28.5,Tired,Neutral
7624,58,Female,178,52,Strength,66,387,108,7853,9.58,Low,6.1,1.9,1917,61,38.4,28.5,Tired,Fatigued
7625,36,Male,155,105,HIIT,70,991,159,4983,3.25,Medium,6.0,1.9,3801,59,38.4,28.5,Stressed,Neutral
7626,33,Other,160,55,Strength,91,947,174,5181,11.8,High,5.4,1.9,2964,68,38.4,28.5,Neutral,Fatigued
7627,45,Female,151,79,Strength,43,919,153,14437,5.0,Medium,4.1,1.9,3119,59,38.4,28.5,Stressed,Fatigued
7628,40,Other,162,102,Cycling,82,898,113,9631,6.64,High,9.3,1.9,1591,75,38.4,28.5,Tired,Energized
7629,29,Female,189,88,Cardio,82,635,175,2945,14.35,Medium,6.7,1.9,2543,73,38.4,28.5,Tired,Fatigued
7630,54,Female,193,87,Yoga,59,662,127,10435,8.59,Low,7.6,1.9,3957,62,38.4,28.5,Tired,Energized
7631,29,Female,194,102,Cardio,30,439,126,2792,5.55,Medium,4.6,1.9,2313,77,38.4,28.5,Neutral,Energized
7632,21,Male,157,114,Running,71,453,101,13606,5.87,High,6.0,1.9,2352,51,38.4,28.5,Neutral,Fatigued
7633,46,Male,185,80,HIIT,98,229,90,6636,14.55,Low,9.4,1.9,3778,73,38.4,28.5,Neutral,Fatigued
7634,24,Female,189,70,Running,25,253,131,7400,13.83,Medium,7.1,1.9,3646,75,38.4,28.5,Stressed,Neutral
7635,32,Male,157,104,Cardio,94,441,102,17179,7.88,Low,8.6,1.9,2428,58,38.4,28.5,Happy,Neutral
7636,43,Other,174,81,Running,49,766,136,8727,11.46,Medium,8.5,1.9,3339,56,38.4,28.5,Tired,Fatigued
7637,32,Male,184,103,Cycling,69,130,156,8232,13.37,High,7.5,1.9,2880,52,38.4,28.5,Happy,Fatigued
7638,55,Male,172,73,Yoga,105,693,83,8563,0.67,Medium,5.7,1.9,2581,88,38.4,28.5,Happy,Energized
7639,52,Male,190,86,Cycling,66,703,82,15233,2.27,High,4.3,1.9,1566,77,38.4,28.5,Tired,Energized
7640,34,Female,183,90,Yoga,60,779,125,4242,10.37,High,5.9,1.9,1989,82,38.4,28.5,Stressed,Energized
7641,58,Other,188,112,Strength,107,995,129,15431,14.6,High,9.3,1.9,3691,70,38.4,28.5,Neutral,Fatigued
7642,42,Other,151,63,Cardio,119,185,89,1825,6.96,Low,6.5,1.9,1630,88,38.4,28.5,Happy,Neutral
7643,53,Male,196,52,Yoga,33,585,89,10337,2.47,High,4.4,1.9,3907,58,38.4,28.5,Stressed,Fatigued
7644,28,Male,189,60,HIIT,101,172,146,5410,13.24,High,7.2,1.9,3364,61,38.4,28.5,Stressed,Energized
7645,30,Other,157,85,Yoga,34,426,161,2016,8.82,Low,6.7,1.9,3434,84,38.4,28.5,Happy,Neutral
7646,20,Male,195,113,Running,78,772,147,2648,13.17,High,9.7,1.9,3355,65,38.4,28.5,Happy,Fatigued
7647,42,Male,164,102,Cardio,58,495,176,15094,4.0,High,7.9,1.9,3025,54,38.4,28.5,Neutral,Energized
7648,58,Male,189,56,Cycling,10,800,134,10906,4.43,High,4.1,1.9,2060,70,38.4,28.5,Stressed,Neutral
7649,32,Other,176,65,Cardio,89,956,177,9310,1.92,Low,6.2,1.9,3170,61,38.4,28.5,Tired,Energized
7650,59,Other,166,92,Cycling,100,658,105,16642,4.97,High,7.9,1.9,3646,66,38.4,28.5,Happy,Neutral
7651,30,Female,190,108,HIIT,102,257,123,19457,2.64,High,7.9,1.9,2810,60,38.4,28.5,Happy,Neutral
7652,41,Other,174,57,HIIT,67,693,105,3541,8.83,Low,5.1,1.9,2388,59,38.4,28.5,Neutral,Fatigued
7653,33,Other,198,110,Cardio,99,944,154,8124,4.46,High,6.6,1.9,3007,86,38.4,28.5,Happy,Fatigued
7654,58,Other,186,79,Running,55,873,164,11440,13.48,High,6.1,1.9,2465,82,38.4,28.5,Happy,Energized
7655,39,Female,182,109,Running,94,458,81,1994,9.43,Medium,9.3,1.9,2524,55,38.4,28.5,Stressed,Energized
7656,48,Male,188,99,HIIT,10,681,95,4527,12.06,Medium,5.3,1.9,2689,85,38.4,28.5,Tired,Energized
7657,24,Other,173,104,Cycling,10,282,117,3631,5.17,Low,9.1,1.9,3345,85,38.4,28.5,Happy,Energized
7658,28,Female,177,112,Yoga,18,405,115,2507,14.22,Medium,9.4,1.9,2158,61,38.4,28.5,Tired,Neutral
7659,55,Other,155,117,Cardio,106,245,120,19640,10.27,Medium,6.9,1.9,2926,52,38.4,28.5,Stressed,Neutral
7660,38,Female,176,108,Cycling,116,395,125,5952,9.5,Medium,4.9,1.9,1555,76,38.4,28.5,Stressed,Fatigued
7661,54,Other,153,70,Running,50,833,122,8184,7.47,Low,5.8,1.9,1973,52,38.4,28.5,Stressed,Fatigued
7662,47,Male,176,96,Running,36,287,149,16244,12.35,Low,9.7,1.9,2922,88,38.4,28.5,Neutral,Neutral
7663,34,Female,191,51,Yoga,55,197,100,15658,2.41,Medium,8.9,1.9,2168,76,38.4,28.5,Neutral,Neutral
7664,40,Female,183,50,Yoga,10,987,101,2952,10.32,Low,5.7,1.9,1523,71,38.4,28.5,Happy,Fatigued
7665,55,Other,199,115,Cardio,90,597,106,11565,6.93,Low,5.5,1.9,1863,88,38.4,28.5,Neutral,Neutral
7666,46,Male,188,84,Running,104,788,159,6883,5.68,Low,6.5,1.9,2428,58,38.4,28.5,Neutral,Fatigued
7667,54,Female,192,95,Cardio,13,474,81,9803,3.59,Medium,9.9,1.9,3724,59,38.4,28.5,Tired,Neutral
7668,50,Female,151,110,Cycling,18,242,132,1599,6.85,High,9.5,1.9,2600,79,38.4,28.5,Stressed,Fatigued
7669,53,Other,183,94,Strength,68,165,152,6885,2.58,Low,9.4,1.9,1544,62,38.4,28.5,Stressed,Fatigued
7670,46,Other,182,61,Cardio,47,790,175,17376,8.1,High,5.6,1.9,3186,88,38.4,28.5,Neutral,Neutral
7671,42,Other,169,84,HIIT,91,790,132,11842,14.73,Low,5.9,1.9,2531,57,38.4,28.5,Happy,Neutral
7672,46,Male,152,117,Running,103,139,83,1816,9.77,High,5.1,1.9,3196,72,38.4,28.5,Happy,Fatigued
7673,49,Other,161,50,Cardio,116,698,128,6378,1.01,High,6.7,1.9,3553,56,38.4,28.5,Tired,Fatigued
7674,56,Female,152,61,Cardio,15,785,179,7507,12.7,Medium,8.3,1.9,2033,72,38.4,28.5,Stressed,Energized
7675,30,Female,184,86,Running,82,488,91,15979,2.77,Low,5.5,1.9,2974,70,38.4,28.5,Stressed,Energized
7676,44,Other,192,117,Cardio,45,320,134,11203,10.58,High,7.9,1.9,3277,78,38.4,28.5,Happy,Neutral
7677,37,Female,160,74,Cardio,109,961,152,6358,14.08,Low,6.5,1.9,1943,84,38.4,28.5,Neutral,Neutral
7678,57,Male,196,51,Yoga,46,691,117,19847,10.1,Low,6.0,1.9,3214,56,38.4,28.5,Tired,Fatigued
7679,33,Other,197,116,Cardio,13,179,178,5557,5.73,Medium,6.1,1.9,1900,86,38.4,28.5,Stressed,Fatigued
7680,50,Other,188,80,Cycling,55,811,112,15487,3.44,Medium,5.6,1.9,3949,64,38.4,28.5,Stressed,Energized
7681,50,Female,152,58,Cardio,115,427,130,6953,8.13,High,7.1,1.9,2521,81,38.4,28.5,Happy,Fatigued
7682,24,Other,153,100,Running,76,800,156,8993,12.44,Medium,8.3,1.9,2873,87,38.4,28.5,Stressed,Fatigued
7683,35,Female,189,86,Yoga,112,551,129,19408,2.42,Medium,9.0,1.9,3109,78,38.4,28.5,Tired,Energized
7684,27,Other,153,117,Strength,81,209,128,16110,2.4,Medium,5.9,1.9,2780,61,38.4,28.5,Happy,Neutral
7685,20,Male,155,68,Cardio,93,884,173,3990,14.2,Low,9.2,1.9,2213,71,38.4,28.5,Happy,Neutral
7686,36,Male,194,55,Strength,42,374,150,19039,6.06,High,6.8,1.9,2941,77,38.4,28.5,Happy,Fatigued
7687,28,Other,173,78,Cycling,93,143,147,6766,6.32,Medium,10.0,1.9,3955,89,38.4,28.5,Tired,Energized
7688,20,Other,166,105,Running,46,739,122,13237,7.93,Low,7.4,1.9,2250,85,38.4,28.5,Stressed,Neutral
7689,32,Male,186,64,HIIT,105,882,165,8111,14.99,Low,7.4,1.9,2028,79,38.4,28.5,Neutral,Energized
7690,22,Male,199,119,Cardio,93,212,108,16329,11.76,High,6.3,1.9,2004,51,38.4,28.5,Tired,Neutral
7691,20,Other,167,101,Running,49,982,91,13318,6.66,Low,7.3,1.9,2294,78,38.4,28.5,Tired,Energized
7692,56,Female,192,76,HIIT,96,196,106,3430,9.92,Low,6.6,1.9,1784,64,38.4,28.5,Tired,Fatigued
7693,18,Female,182,62,Cardio,51,904,89,6366,13.79,Medium,7.4,1.9,3913,62,38.4,28.5,Tired,Neutral
7694,35,Female,183,95,Strength,44,587,131,6085,1.43,High,9.6,1.9,2977,57,38.4,28.5,Tired,Neutral
7695,44,Male,165,63,Yoga,34,102,173,11153,8.33,High,8.0,1.9,2448,66,38.4,28.5,Tired,Energized
7696,31,Other,160,92,Yoga,22,615,164,16802,4.28,Low,5.6,1.9,3551,77,38.4,28.5,Happy,Fatigued
7697,20,Male,178,113,Strength,118,500,168,7731,1.37,Low,7.5,1.9,2186,87,38.4,28.5,Stressed,Neutral
7698,54,Male,197,119,Strength,27,943,123,2884,10.76,Low,6.8,1.9,3474,61,38.4,28.5,Stressed,Fatigued
7699,26,Female,195,116,HIIT,25,495,88,9323,14.11,Medium,5.0,1.9,1523,55,38.4,28.5,Neutral,Fatigued
7700,58,Female,185,97,Strength,90,193,102,15967,2.83,Low,4.9,1.9,1801,60,38.4,28.5,Tired,Neutral
7701,19,Male,158,96,Cycling,11,526,138,7861,3.33,Medium,9.2,1.9,1764,89,38.4,28.5,Happy,Fatigued
7702,37,Male,167,93,Strength,119,174,105,10920,5.1,Low,5.5,1.9,1925,55,38.4,28.5,Tired,Energized
7703,26,Male,173,85,HIIT,79,255,147,4877,0.76,Medium,6.9,1.9,3293,53,38.4,28.5,Happy,Neutral
7704,36,Male,180,59,Yoga,55,132,162,9734,11.84,Medium,8.0,1.9,3281,87,38.4,28.5,Happy,Fatigued
7705,38,Female,172,93,Running,67,219,98,17959,7.34,Low,4.1,1.9,2848,66,38.4,28.5,Tired,Neutral
7706,48,Female,194,109,HIIT,47,856,92,13172,8.67,Low,8.8,1.9,3167,54,38.4,28.5,Happy,Fatigued
7707,40,Male,189,63,Cycling,27,952,150,9517,9.59,Medium,8.4,1.9,2888,73,38.4,28.5,Tired,Energized
7708,49,Other,178,84,Yoga,88,917,117,10592,6.39,Medium,5.3,1.9,3096,79,38.4,28.5,Stressed,Fatigued
7709,24,Female,154,72,Strength,78,385,165,17035,7.8,Medium,6.8,1.9,3960,89,38.4,28.5,Neutral,Neutral
7710,31,Other,177,105,Yoga,63,788,149,15930,4.25,High,4.8,1.9,1803,73,38.4,28.5,Happy,Fatigued
7711,21,Female,177,89,Cardio,119,598,168,5462,7.92,Low,7.5,1.9,1676,56,38.4,28.5,Tired,Energized
7712,26,Other,166,92,Cardio,10,241,177,7170,14.29,Low,8.9,1.9,1696,59,38.4,28.5,Tired,Neutral
7713,49,Female,150,70,Cycling,41,449,105,6747,3.19,High,9.6,1.9,1691,68,38.4,28.5,Happy,Fatigued
7714,44,Female,152,96,Cycling,75,146,91,11300,2.98,Low,6.9,1.9,2119,77,38.4,28.5,Neutral,Fatigued
7715,31,Other,186,95,Running,28,236,160,5492,7.31,Medium,5.5,1.9,3451,66,38.4,28.5,Stressed,Neutral
7716,26,Other,164,111,Cardio,94,424,163,1029,11.47,Low,8.9,1.9,3802,83,38.4,28.5,Neutral,Fatigued
7717,50,Other,198,74,Yoga,92,901,126,4935,5.29,Low,4.1,1.9,2392,75,38.4,28.5,Stressed,Energized
